tweet,class_a,class_a_code,PredictedProb
'weloveshawnbecause reason whole mendesarmy smile everyday seeing happy makes millions us happier',NOT,0,0.24062684
'giving antifa asked problem',NOT,0,0.18267749
'chequers chuckers reminder eeaefta norway ruled move ceta canada',NOT,0,0.3767647
'one favorite quotes internet confident bends maths thats hardcore',NOT,0,0.4009949
'biggest accomplishment school',NOT,0,0.30105236
'lifeisbutepu black say word nigga feel niggas',OFF,1,0.2413484
'emmys host michaelche says onlywhitepeople thankjesus award shows republicans excrackheads liberals one pope republican excrackheads emmyawards roasted mocking middle america ratings hit alltime low',NOT,0,0.7764597
'staffpick human rights crisis us accused failing protect citizens gun violence',NOT,0,0.47261578
'benjones assistant director republican party conservatives future capital punishment deathpenalty',NOT,0,0.38870487
'breaking christineblasey ford published eight studies abortion pill works company produces corcepttherapeutics inc cort ru liberals kavanaugh v cort roevwade kavanaughconfirmation',NOT,0,0.43907365
'austerity low pay tuitionfees lack housing wages falling universalcredit unaffordable rents nhs crisis crap railways empty shops brexit deal exit eu windrush grenfell short years completely fucked uk',OFF,1,0.7482596
'yehundinonkibaathai special corner people define simplicity real beauty long time among many actresses personifying true sense stunning naturally',NOT,0,0.20051037
'minutes instinct love alancummings instinct intriguing',NOT,0,0.19418988
'thosethataretheloudest afraid justice coming bono scam like clintonfoundation pedowood haiti',OFF,1,0.22373828
'look chicago baltimore examples strict gun control laws effective',NOT,0,0.39316148
'welovesergiobecause angel pure sweet loves supports us much love support mention dancing king irl love seg',NOT,0,0.16046181
'republican devinnunes says liberals antifa causing riots winning newsweek',NOT,0,0.24120617
'days bbc radio festival day decide tell us headline act isnt coming anymore thanks lot ive paid fortune see tonne acts shit interest',OFF,1,0.805831
'tytlive trump needs go danger country world way get rid good',OFF,1,0.45164937
'constitutionaldecay isnt abstraction manifests every debate words written fall short providing useful relevant framework root issues diverse gun control abortion data privacy healthcare instance',NOT,0,0.40210912
'davidhogg youre nobody',OFF,1,0.41578567
'sweetheart hope gets well soon patient strong mr capullo',NOT,0,0.16632432
'bbcbias wato conservatives built twice much council housing labour wrecked economy almost bankrupted country',NOT,0,0.13156237
'chicagos gun control effective eliminated crime completely',NOT,0,0.43369296
'follows',NOT,0,0.30105236
'room actually incredible noname shit always im seein like days melbourne life good nice day',NOT,0,0.5989712
'cnn irrationally argues legalising abortion ireland based murder infant liberals cant think savetheth thamendment thref ccot pjnet tcot bluewave conservatives teaparty lovethemboth dont repealtheth',NOT,0,0.19607837
'like still really miserable unpleasant us like even told werent happy would got divorced even born im like cool cool literally born hatred thats awesome wonder im fuckup',OFF,1,0.71060175
'rosierules fanclub rosie never fails matter go mom takes fan club starts follow mom pets talks think pretty cool wait til figure dad mints pockets',NOT,0,0.1677394
'awe cute cute',NOT,0,0.30105236
'vaginaldavis radical performer educator artist embraces life margins multiple identities intersex terrorist drag queen black creole mexican german jewish roots born los angeles ca sometime around',NOT,0,0.7298722
'literally everything',NOT,0,0.27577248
'ah called george',NOT,0,0.3295472
'myuniqueheritage separate family tree personalities havent made past mom yet',NOT,0,0.18229179
'wednesdaywisdom lovelibraries lovetoread share us reading wednesday',NOT,0,0.35665494
'desantisderacist bad choice distanced prezs comments today questioning deaths puerto rico hurricane maria whataputz',OFF,1,0.26667854
'google awesome',NOT,0,0.30105236
'kavanaugh professorchristineford started story said said become liberals vs conservatives',NOT,0,0.42484033
'groomhaircuts hmmn hm nutten nuh change weather lastlegwavecuts youthcuts straightrazors snip groom sbarbershop southorangevillage',NOT,0,0.26057786
'lost acca first fucking fight cba',OFF,1,0.8225462
'ill use one next time im gun control debate debate free speech taxes yes choose irresponsible choose argue responsible whats wrong dont justify murder saying never alive right',OFF,1,0.6026718
'hell think',OFF,1,0.22810687
'nasty',NOT,0,0.30105236
'liberalismisamentaldisorder hypocrites democratshateamerica democratsaredangerous everything liberals touch turns absolute shit',OFF,1,0.8857858
'wednesdaywisdom extreme weather road conditions make driving dangerous stressful please safe effected hurricaneflorerence safetyfirst',NOT,0,0.20663753
'veer left old church',NOT,0,0.46713784
'hurricanceflorence way praywithoutceasing',NOT,0,0.27401912
'antifa grueling training goes much better video game',NOT,0,0.21165778
'best price asmodee board game various',NOT,0,0.1415998
'nickidagoat',NOT,0,0.30105236
'good getting truth',NOT,0,0.20107932
'nowplaying interview monique rochon starring pulpit secrets september landis theater vineland listen thelounge',NOT,0,0.2483293
'nbakfreeagent looking rd member crew dont good records reason due random teammates hmu interested pure slasher pg pure sharp sg',NOT,0,0.2628324
'shugurrgiveaway craig wearing swag party hat thank shugurr inspiration helping realize love art youre best',NOT,0,0.25068253
'hollywood liberals threatening since reagan bush w bush trump none made move emptythreats michael moore says hell move canada new film leads trouble',NOT,0,0.26505175
'niggas podcasts youtube channels dedicated shit aint getting solved',OFF,1,0.86154103
'smexy beach long chair asleep cigarette wine hands openrp',NOT,0,0.23165154
'pandering hrc crowd blm antifa yeah thats really texas needs office god bless texas voterednov',NOT,0,0.7158183
'anytime randomly bust laughing remembered dumb shit albria said',OFF,1,0.95328844
'climatchange ticks conservatives hard belief system rain toadstools locusts problem much actual rain unbelievable good article full quotes words via',NOT,0,0.18197282
'like jewish people claims holding money sound familiar left wing libtard family family kkk hate jews thats funny gun control even funnier good luck',OFF,1,0.73726326
'maga read george conway calls donald trumps ceaseless shameless witless prevarication virtually topics via',NOT,0,0.081968576
'',NOT,0,0.109154664
'k bitches',OFF,1,0.30105236
'liberals always dirty tricks get way',OFF,1,0.5382229
'conservatives upset bertenernie gay sexualpredator hooker rapist supremecourtjustice',OFF,1,0.28668228
'antifa protest athens years murder pavlos fyssas golden dawn voters complicit crimes killahp',OFF,1,0.376157
'abused sit wait maybe change future going get ticket evaluating date writing account disabled instagram whole text comment field',NOT,0,0.28669435
'kavanaugh john fund kavanaugh ford controversy even honest liberals upset',NOT,0,0.6137693
'gun control takes guns law abiding citizens thats',NOT,0,0.7174679
'antifa resist trump trying bring world peace obstruct like democrats good also haters gonna hate',NOT,0,0.7198886
'advocate model natural beauty',NOT,0,0.30105236
'maga kavanaughconfirmationhearings postponing votes well lets open hush fund books',NOT,0,0.4010156
'ticktock formally charged mishandling sensitive material choice release proof guilty high treason united states selling patented military secrets saudi arabian government',NOT,0,0.3176852
'backtheblue jeff sessions listen aclu antifa black lives matter want chicago shootings via',NOT,0,0.1421663
'conservatives like old garbage bags blowing wind heres old garbage bag',OFF,1,0.54497355
'tipoftheday giving coffee gift part gift make sure ask airtight container valvesealed bag tinties cute wont preserve coffee past week join mailing list tips facts coffee news',NOT,0,0.17539023
'arizona tennessee alaska sc soon rinos aka liberals reelection vote draintheswamp',NOT,0,0.3724487
'affirmativeaction affirmativehate altleft wants law prof fired pointing poor performance unqualified admits tcot conservatives law lawyers lawdean lawprof upenn altleft highered aba highereducation academictwitter',NOT,0,0.30421934
'lisaxmichaelkors soo beautifull',NOT,0,0.30105236
'breaking official music video gtfo reached million views youtube still us itunes music video charts keep streaming lambs',NOT,0,0.33171132
'vijaymallyacase usually good credible anchor heard interpreting malliyas statement others said met talk settlement said maliya said leaving london please contact live tv',NOT,0,0.28215727
'aurora il kanecty please keep looking sharing sweetheart named rosey little white tan chihuahua terribly missed see call right away',NOT,0,0.47994018
'bakersfield need gun control sorry victims gunman hope rots hell',OFF,1,0.43126407
'believe im going teach ways create exclusive online traffic economy never short supply qualified prospects sales',NOT,0,0.34475628
'trump going visit victims hurricaneflorence antifa planning rally meantime party boats bros antifascist maga kag wwgwga greatawakening qanon qarmy florenceaftermath florencenc northcarolina',NOT,0,0.20690708
'denvers venues stacked epic shows fall put together fall music guide help pick shows going hit season check',NOT,0,0.67662805
'sundayfunday go check girl thecanncierge takes bomb photos drops hell lot cannabis knowledge canncierge im pot stock',NOT,0,0.37893045
'chan hunting antifa via',NOT,0,0.107472114
'honoursacrificeboycottmatch hope human rights rats r happyhope sidhu happy hope liberals r happy lets play cricket wth thm lets thank thm wht r soldiers lets celebrate impotence funny piddly little nation like pak taking us ride',OFF,1,0.23385668
'womenwednesday meet multipleawardwinning designer bfa indemand grad behind recent redesign lacava centre pictured classmates concordia cualumni',NOT,0,0.24612689
'confirmkavanaugh kavanaugh scotus potus presidenttrump americafirst magakag anti trump liberal activist accuser ford makes accusation willing subject b question suffer consequence filing false charge lockherup',OFF,1,0.66447383
'anal stimulation',NOT,0,0.30105236
'resist traitors caught video breaking laws communist socialism ways slow trump agenda dc chapter democrat socialists america forget antifa distraction real resistance maga',OFF,1,0.47262874
'nuevafotodeperfil pic awesome',NOT,0,0.30105236
'serenawilliams making start st set look like ancient history playing nowusopen',NOT,0,0.7651387
'wce love life best thing ever happened shes girlfriend shes also best friend know alot heart breaks baby wont break heart ps yes cropped rtruth',NOT,0,0.24182922
'celebrities bekah martinez pregnant bachelor star expecting first child boyfriend grayston bekah martinez whole new reality going mom bachelor contestant via',NOT,0,0.11056966
'greatawakening qanon patriotsunited wwgwga areyouawake awake see clearly check video',NOT,0,0.21888262
'florence looks like getting ready explode notice eye starting reappear',NOT,0,0.35202283
'alex jones smokin dicks mans really got supporters',NOT,0,0.39827058
'bbnaija told u child grace meant busy time famz anybody teamceec',NOT,0,0.60082215
'christineblaseyford grinding kavanaugh party almost yrs agoyou gotta love age ridiculous metoo movement swear kavanaugh already get liberals anxiety attack like',OFF,1,0.27401918
'choosecruz let ca ny liberals dontcamytexas',NOT,0,0.4108145
'celineswittins follback erzajullian openfolbackcelineswittins',NOT,0,0.30105236
'corybooker hero american traitor treated arrest prosecute carry sentence kavanaughconfirmation via',OFF,1,0.12572412
'conservatives thanks tory doctrinaire policies going back time losing hard one benefits prosperity go forward eu partners',NOT,0,0.22142027
'round goon bitch kiddin',OFF,1,0.81977105
'hurricaneflorence producing rain please safe',NOT,0,0.24133937
'scott gottlieb doesnt know whats opiod whats hes definitely expert anything however expert reading bank statements counting money',NOT,0,0.17458083
'angels runs five come courtesy mike trout homers trout connects pitch runners second third',NOT,0,0.18499947
'california leads way gun safety',NOT,0,0.2866632
'communistnewsnetworks rented lips never ever seen protesting demanding gun control streets chicago liberalshateamerica',NOT,0,0.38109848
'blow hard going push votes bad enough names always tappanzee bridge us nyrs say hope investigate going opened risk lives one knew wasnt ready',NOT,0,0.5365219
'patriotsunited patriotseffectingchange patriot maga trump trumpssuperelites thestorm greatawakeningworldwide qanon wwgwga law abiding citizens right defend fight fire fire antifa article shows us read',NOT,0,0.30271912
'sundayshoutouts amazing boundless support endless appreciation support return loop love respect',NOT,0,0.17353383
'morebs barrysoetorobullshit',OFF,1,0.30105236
'tytlive omg latino faith based woman think trump christian wow poster child immorality hating latinos',OFF,1,0.47596624
'stuff people say amazes get already gun control take look happens people arrested gun charges weekend chicago given slap wrist nra',NOT,0,0.3821943
'conservatives always revolting',NOT,0,0.21126306
'thats said vast majority us leftists support gun control inherently left wing policy many revolutionary socialists anarchists dont support aggressive gun control believe working class armed selfdefense',NOT,0,0.72806233
'democrats liberals accuse brettkavanaugh proof meanwhile supported tedkennedy run called lion senate killed woman wednesdaywisdom news trump',NOT,0,0.757159
'google fellow goggler must say election night one greatest nights life watching libs hillary supporters especially media still laughing alls pain tears brought great joy thankyou',NOT,0,0.23895305
'bestpotusever lovemypresident maga brilliant winning masternegotiator thank',NOT,0,0.2938018
'carrey pervert',OFF,1,0.30105236
'angeldad lawmakers really cared citizens would secure border via',NOT,0,0.22274123
'american tail really one underrated animations ever ever ever fuck cried scene',NOT,0,0.84996945
'nigga stupid trash dont play play bitch',OFF,1,0.9517717
'nooneaskme heres opinion offset keeping beef cardib know cardi slow believe everything says meal ticket think offset need sit ugly ass',OFF,1,0.7885309
'icymi liberals favorite myth obama law professor destroyed',OFF,1,0.58249545
'joyfulglitzyouniqueblessedmomlife',NOT,0,0.30105236
'haveyoursay live garston jane wants hear views location new community police station proposing open new accessible community base south liverpool nhs treatment centre church road think',NOT,0,0.12132742
'seek lord find call near isaiah god waiting come kingdom jesusiscalling give new life repentance forgiveness salvation sin satan europaafricaus pray trustgod believe',NOT,0,0.10704241
'repost getrepost happy th one prince harry duke sussex grounded compassionate guy taking mother im',NOT,0,0.17944452
'complete person ive ever met dont know happen pro football lot special things life want duke football player ands buts',NOT,0,0.13598576
'spending dont speed money saving atlest earn start today look income expenses find start cut back get save',NOT,0,0.2613294
'jenelle wants world know bikini oh pray nc',NOT,0,0.42455956
'demonstrate wholly incapable carrying thought logical conclusion',OFF,1,0.29095435
'uglyisthenewpretty dont let ppl tell look ultimate power projecting laughing projections others actor play life ride afraid',NOT,0,0.3936119
'maga cares farm reason commit murder end story',NOT,0,0.29330248
'go jeans ive wearing wranglers yrs ever since found levis contributed heavily gun control groups gun grabbing politicians back',NOT,0,0.23254508
'feelsgoodgirl proud amazing gambit',NOT,0,0.12305071
'guess thats swamp ass originated',NOT,0,0.8594692
'maga qanon greatawakening inners wwgwga nowcomesthepain walkaway goodbyedemocrats mccabe strzok caught destroying evidence final days fbi huber running grand jury',NOT,0,0.25133017
'conservatives arent afraid anitahill redux know power matters truth republicans arent worried kavanaugh hearing backfire facts almost dont matter news gop trump liars posttruth soctus',NOT,0,0.39881524
'brexit deal reached eu hold onto hats hardbrexit brexitdeal chequersdeal chuckchequers mbga mega mcga maga conservatives patriots mayout maymustgo',NOT,0,0.17898111
'reminder david harcourts classic everyone wants fuehrer history national socialism australia new zealand avail pdf antifa auspol fcknzs',NOT,0,0.16978484
'titty',NOT,0,0.30105236
'soc oc dom manapun plot foto hanya penanda faceclaim',NOT,0,0.30105236
'texas wake socialist mesmerizing weakminded state texas crying loud places embody american spirit individual freedom texas standard bearer make damn stand great senator savetexas',NOT,0,0.42349556
'pastramicity im sad hadnt found sky sooner music still amazing',NOT,0,0.27358577
'wcw zamalekzamomapholobashe first friend uni upto today still muntui love pholobs years strong',NOT,0,0.0667865
'proudfatherswithrtg way cnt waithope god mke hppn',NOT,0,0.41506466
'irrelevant didnt find weed would dug th grade picture wearing hoodie talk thug',NOT,0,0.16669267
'chequers dead dead time move supercanada offered take time face fact retire mrs may appoint new leader probably',NOT,0,0.28952414
'auspol flawed though many ways individuals labor pms always battled achieved lot nation recently apart gun control lnp actually done nation go make list',NOT,0,0.38314465
'pet fucking disgusting',OFF,1,0.8704898
'maga breaking news dnc stole playbook george costanza seinfeld least know dnc rule lie believe watch',NOT,0,0.46639934
'liberalhypocrisy tacobell liberals ask illegal immigration taco bell employee habla ingles',OFF,1,0.25926688
'years ago antifa rapper pavlos fyssas surrounded fascists golden dawn party keratsini athens stabbed death five years later forget forgive',NOT,0,0.4739305
'collegefootball dtol gallatin tn turned yrs old aug st average movement dog sec pac big big',NOT,0,0.53220946
'agree common ground dont like bushes particularly hw',NOT,0,0.48342997
'blackinkcrewchi lily dont hate youyou hate worst enemy cause let anger get way legit feel like shes one kids work job',OFF,1,0.74327105
'justiceforsoniasfather mr usman buzdar sb please respond sonia iqbal daughter pti counsellor okara whose father killed elections nawaz league killers saying commit suicide front media justice',OFF,1,0.22581041
'listen aclu antifa blacklivesmatter want chicago shootings via sessions',NOT,0,0.19950691
'ruth porat another coincidence good people people like shapping narrative censoring search results',NOT,0,0.5132621
'worst potus ever',OFF,1,0.2992915
'conservatives genetic ability understand hypocrisy irony right wing ideology gets ya twisted knots onpoli ontario partyofyesteryear fraudnation',OFF,1,0.29821002
'got angry stating checked drawer dont see making argument could still fault particular instance ohreally',NOT,0,0.3531379
'aldubthweeksary thankful keep fighting want tomorrow',NOT,0,0.24527901
'oitnb worst public defender trailing pen uner words',OFF,1,0.5750597
'trademark attorney daniela paull paris next week attending nd annual conference get touch also attending would like set meeting ip',NOT,0,0.28793827
'timetravelthursday maxdrivetimetravelthursday onairwithshine np home maxdrive w radioenchantress',NOT,0,0.34457257
'never regretted even hardest times',NOT,0,0.3814361
'theview bothamjean dont believe amyguyger lying pos live near police stationi hope pray cop doesnt bust house thinking hishers kills memy godwepeople color police preywere always police crosshairsno matter',OFF,1,0.52087456
'antifa september stop fascist nvu amsterdam',OFF,1,0.7406017
'becauseoftories lowest youth unemployment since records began',NOT,0,0.2737238
'thats nyfw cause class act getcho wack ass outta',OFF,1,0.8714541
'maga kavanaugh drainthedeepstate id like see interviewed book war laid lot happening today dc secret resistance society antifa white house meeting interesting hear yrs bk',NOT,0,0.22604746
'sandraoh dressed like queen tonight salute canadian goddess lets hope win killingeve emmyawards',NOT,0,0.24808238
'wwe considers raw bigger show ronda later ppv shows bigger nane',NOT,0,0.30380952
'greatestthingsaboutthes liberals werent unhinged',OFF,1,0.33658144
'stayonyourpath healthquote wishing loose fat get back wellbeing slow reverse aging process check super powerful natural method',NOT,0,0.30412656
'somethingisabouttohappen goes bottle floor water dripping snapped trying cool pissed something sure stay tuned',NOT,0,0.2797164
'fakenews like gloss today thanks christineblaseyford circus act confirmjudgekavanaughnow get back triggering liberals talking success',NOT,0,0.2616086
'capitalism may undermined displacement menial laborers ai conservatives therefore inoculate kneejerk reactionism notion living wage economics marxism marx robotics communism socialism socialismkills',NOT,0,0.2417595
'california tries new tack gun violence bullet control new york times activist',NOT,0,0.118208565
'eminem couldve gone harder didnt reason rapgod one best lyricist game lot people talk smack never',NOT,0,0.08374249
'conservatives mus pray liberals trooly kno knot watt brot socialist democrat wonderful ignorant parents served inda military learnd serve christ eye reel eyesed conservativism closely aligned w god',OFF,1,0.6536633
'deplorabledregofsociety says joe bidens girlfriend lol maga redtidalwave onward dregs',NOT,0,0.4563378
'disarmthem antifa please one stupid enough us open carry us carry concealed anyone stupid enough considered act aggression shot also carry one weapon shoot kill maim',OFF,1,0.8926492
'puerto rico destroyed die trump visits throws paper rolls people months later puerto rico still waiting help trump says everything fine visit great success',OFF,1,0.15074046
'beto orourke talks gun control houston campaign events via',NOT,0,0.15017857
'sick ass ppl school gave something chug nasty drink go away',OFF,1,0.7568004
'anyone want bet costs k election referendum',NOT,0,0.23278964
'conservatives going make hay trudeaus answer truth theres criminals everywhere people commit heinous acts violence whether theyre syria brownskin white canadian born tragic around',NOT,0,0.70594066
'reading feel like hearing cardi bs voice rapping',NOT,0,0.37732467
'conservatives dumberthandogshit central point tweet',OFF,1,0.2537079
'season scary er subject condemn antifa take soros money',NOT,0,0.15868767
'charlotte could see anywhere rainfall hurricaneflorence florencenc florence nothing mess around powerful lifethreatening major hurricane bringing lot',NOT,0,0.7191999
'rosie makes nauseous',OFF,1,0.29531276
'feminazis liberals metoo counts blame nonliberal man bizarro kag',OFF,1,0.3250407
'conservatives dont like liberals definition liberty different conservatives freedom means freedom obstruct impede prevent progress humanrights civilrights society general liberals freedom comes',NOT,0,0.59206694
'watch ielts liz amazing',NOT,0,0.30105236
'brexit deal reached unveiled special summit november sold uk eu better finished',OFF,1,0.24544226
'blackeyedpeas tackle gun control social justice new song big love',NOT,0,0.16520952
'google appears completely testosteronefree work environment soyboys fairyland hurricaneflorence',NOT,0,0.30482876
'wednesdaymotivation startup entrepreneur boss want salute startup entrepreneurs thing especially ones lack true insight tasks need done law',NOT,0,0.54317284
'crazyredhead angry orange cheeto claims president never accept denying lives lost puerto rico monster',OFF,1,0.73215866
'bull crap know doesnt care trying get attention presidential run see senator giving nonsense nope',NOT,0,0.5300348
'congratulations erika ikizake day marta pass courtesy marta campus services keep following us prizes staytuned thestateway gopanthers',NOT,0,0.2567042
'hurricanceflorence god bless president donald j trump thank service saint haters going hate keep great work',NOT,0,0.2879083
'europaleague song eu cash remaining chips pss youve played cards liberals us brexiteers trump takes nice eh lifell better everyone',OFF,1,0.2610579
'managed',NOT,0,0.30105236
'god help us',NOT,0,0.14398435
'hillary clinton talking gun control im sure thread full wellreasoned data driven responses oh well maybe',NOT,0,0.72402626
'democrat last ditch effort stop kavanaughconfirmation smear good name liberals trying protect abortions boycott',NOT,0,0.49116692
'phone fucking dumb',OFF,1,0.8704898
'kendalljenner looks amazing cares nude everyone likes nudity sexual desire like artistry every woman planet parts comfortable yougotthis',NOT,0,0.60832393
'scorpios sure committed partners keep satisfied bed set',NOT,0,0.38660643
'wisdom wellness teach right way build private online traffic economy never short prospects sales',NOT,0,0.21471758
'months standing talking climbing',NOT,0,0.49199745
'creepypornpresident want trending office',NOT,0,0.25417307
'howtogetpeopleoutofyourhome tell youre vampirethen threaten eat dont get asses shrugs problem',OFF,1,0.53242654
'fact lost popular vote fact gop gone way ignored democrats conclusion never spoke america gop gop trumpism maga livewithit',NOT,0,0.6269733
'im mexican way support gun control already place means people like dont ever touch gunwhat saying nothing',NOT,0,0.76922995
'kavanaugh moment blaseyford exposed fraud expect new accuser surface liberals one trick pony liberalismisamentaldisorder',OFF,1,0.16575181
'en taller bx',NOT,0,0.30105236
'hiac match becky vs charlotte kinda sucky far taking shots back forth stumbling around like drunk version final fantasy something',NOT,0,0.30511704
'gul bukhari gul bukhari bcoz iron lady power',NOT,0,0.28315735
'aparently computer doesnt want operate moment upload episodes individually sorry inconvenience',NOT,0,0.20870715
'christineblaseyford democrats condemn conservatives made minds time made minds condemn kavanaugh without question vote kavanaugh hearings',NOT,0,0.14652807
'see point school shootings extremely controversial bickering gun control vs gun rights nike controversy current one',NOT,0,0.22041978
'nunsprotest sad nobody supporting sisters mother superior christian communityis difficult stand victim whether nun ordinary victim',NOT,0,0.30841643
'pornhub thoughtful people taking suggestions category underserved communities',NOT,0,0.19833845
'agree read first paragraph struggled get past condescension lawyer educated opinion lawyers differing educated opinions',NOT,0,0.19711514
'bcog cool confident cocky kicks ass',OFF,1,0.783339
'proudfatherswithrtg bafethu love good yall look kids hope supportive moms im truly inspired best father im father ever become one',NOT,0,0.24198866
'p hussain message muslims entire humanity really great message entire world',NOT,0,0.38337535
'chequersplan absolute farce brexit conservatives idea may totally discredited time election forthemany',NOT,0,0.1425301
'oh fuck',OFF,1,0.78868186
'lifeisbutepu friends dont know using pics memes twitter',NOT,0,0.4909823
'thenunmovie scary thought would clearly critics dont think terrifyingly creepy like ties theconjuring series',NOT,0,0.37163818
'breakingnews trump issues statement christine blasey ford see visit bluewave bluetsunami maga democrats liberals scotus crypto',NOT,0,0.65370363
'liberalhypocrisy criminal democrat evidence ellison liberals hypocrites keith ellison domestic violence accuser says democratic party doesnt believe story',OFF,1,0.71503264
'wotd isaiah lord guide continually giving water dry restoring strength like wellwatered garden like everflowing',NOT,0,0.60255235
'greatawakening qanon resist impeachtrump mueller muellertime liberals likedretweeted post dont know exculpatory means lol testament lack interest details thanks guys',NOT,0,0.5942838
'trump id real good witness johndowd good witness mr president im afraid cant help day following remarks attorney dowd quit everybody',NOT,0,0.12901917
'repost getrepost motto pr car wherever aspire break entertainment industry start pr business need',NOT,0,0.3719058
'democratpartyofdomesticterrorists fascist antifa feminazi dont walkaway run',OFF,1,0.6193483
'im getting turnt holo keef regardless',NOT,0,0.27686846
'talks vyvx cloud connect offering secure reliable connectivity direct connect via',NOT,0,0.14439675
'auspol dont know still job seriously',OFF,1,0.3674283
'maga tell one good thing trump done president dare worst president history',OFF,1,0.70728165
'daysofcode day react redux montreal',NOT,0,0.16930124
'chequers violation democracy standupbrexit people must respected',NOT,0,0.34967726
'arsyoungjaeday happy birthday choi youngjae vocals god contagious laughter beautiful man could never feel sad whenever see img snippet video always brightens day last img saw',NOT,0,0.099514194
'tickets htafcs away match watfordfc go sale supporters priority points monday',NOT,0,0.3826134
'u put privileged nfl player ur ad th anniv sacrificed nothing still rich life tom burnett passenger doom flight told wife others sacrificed everything gave life save others everything',NOT,0,0.26486346
'confirmkavanugh stall tactics dc cronies recourse delays votered end madness maga',OFF,1,0.4165178
'beats hell nj lol dude already made assumption im antifa even ignored evidence make assumption',OFF,1,0.4678499
'stopetchecopar fuck que florezcan mil baby etchecopar',OFF,1,0.75152993
'antifa invaded memorial recognition kate steinle austin texas tried comfort looked like struggling returned southern district new york recused michael cohen raid trump full support moving',NOT,0,0.4056923
'laws law abiding citizens second amendment dont need gun control criminals dont care use guns end time figure stop using guns',NOT,0,0.7502466
'onairnow jon bellion rsidance',NOT,0,0.30105236
'immigration public charge rule law years us social safety net designed support us citizens finance foreigners lives us trump maga via',NOT,0,0.30420056
'florence list hurricane florence feeds trump maga central va closeup viewexcessive rainfall outlook today monday purple areas highest risk vawx ncwx nrv rke',NOT,0,0.20594507
'feckless encourage liberals democrats waste lot time expending energy trying convince trump voter dont need majority via',NOT,0,0.18596013
'antifa mentally unstable cowards pretending relevant',OFF,1,0.28394154
'emmys sanda ho asia america canadian description',NOT,0,0.3380452
'welovesergiobecause sweetest guy ever loves us much im happy fan',NOT,0,0.38022944
'im nc thursdays work nursing home hair around heard tvs alert afterwards tests tvs went lunch one radio strange keep saying unusual',NOT,0,0.23503302
'iam sleepy bot cuddles roguebot',NOT,0,0.30105236
'browning looked like dog shit fcs school whats point',OFF,1,0.914849
'wcw live coverage youtube videos textureontherunway official natural hair media company nyc emmy award winner fierce',NOT,0,0.20334053
'ctriders hope enjoying friday youre looking way enjoy nice weather weekend september readanewbookmonth nothing like reading new book patio nice cup coffee anyone ready anything interesting month',NOT,0,0.28525728
'wow safe sex thats hot love butch top also receives',NOT,0,0.420948
'antifa men get riled big anti trump rally playing theme song wonder woman movie repeat power rangers',NOT,0,0.7489928
'brettkavanaugh anyway matter replacement justice kennedy bigger one conservatives fortifying scotus majority decades come libs longer hiding desire directly attack bill rights',NOT,0,0.16949785
'two taste like ass',OFF,1,0.83544946
'teamthebeez please share pup nothing except owner died dumpeddie shelter grief owner terrified noisy shelter please nokillshelternation need lets find poor pup heroesanimals',NOT,0,0.41831774
'despicabledems lie rifles dem distorted law push guncontrol kavanaugh confirmation via',OFF,1,0.19650616
'meetthespeakers present event oiw finpact global impact financial technologies senior advisor group sustainable finance worked green energy climate risk join us meet thina oiw',NOT,0,0.12797102
'people unfollowed talking merlin sorry yall im still covinskys ass im waiting psisly sequel announcement ive run witty funny tweets tatbilb drained',OFF,1,0.519706
'wednesdaywisdom antifa calls right fascist reality left following scenario third reich indoctrination youth trying control minorities total lack understanding knowledge history walkaway',NOT,0,0.82249975
'kavanaugh typical liberals democrats',NOT,0,0.33658144
